VEHTYPE,ACCNUM
"Automobile, Station Wagon",5001705355
Bicycle,5001711803
"Automobile, Station Wagon",5001711803
"Automobile, Station Wagon",5001713235
Bicycle,5001713235
"Automobile, Station Wagon",5001722553
Municipal Transit Bus (TTC),5001722553
"Automobile, Station Wagon",5001722959
"Automobile, Station Wagon",5001722959
"Automobile, Station Wagon",5001723026
"Automobile, Station Wagon",5001723026
Bicycle,5001723055
"Automobile, Station Wagon",5001723055
"Automobile, Station Wagon",5001724104
"Automobile, Station Wagon",5001734070
"Automobile, Station Wagon",5001734070
"Automobile, Station Wagon",5001734070
"Automobile, Station Wagon",5001734070
Municipal Transit Bus (TTC),5001740132
Municipal Transit Bus (TTC),5001740132
"Automobile, Station Wagon",5001740465
"Automobile, Station Wagon",5001740465
"Automobile, Station Wagon",5001740465
"Automobile, Station Wagon",5001740465
"Automobile, Station Wagon",5001740465
"Automobile, Station Wagon",5001740465
"Automobile, Station Wagon",5001740465
"Automobile, Station Wagon",5001750958
"Automobile, Station Wagon",5001750958
"Automobile, Station Wagon",5001750958
"Automobile, Station Wagon",5001754996
"Automobile, Station Wagon",5001754996
"Automobile, Station Wagon",5001754996
Passenger Van,5001756961
Pick Up Truck,5001756961
"Automobile, Station Wagon",5001756961
"Automobile, Station Wagon",5001756961
"Automobile, Station Wagon",5001756961
"Automobile, Station Wagon",5001756961
"Automobile, Station Wagon",5001756961
"Automobile, Station Wagon",5001756961
"Automobile, Station Wagon",5001756961
"Automobile, Station Wagon",5001757251
"Automobile, Station Wagon",5001757251
"Automobile, Station Wagon",5001757251
"Automobile, Station Wagon",5001757251
"Automobile, Station Wagon",5001759901
"Automobile, Station Wagon",5001759901
"Automobile, Station Wagon",5001759901
"Automobile, Station Wagon",5001760771
Motorcycle,5001760771
Motorcycle,5001760771
Motorcycle,5001760771
Motorcycle,5001760771
Motorcycle,5001760771
Bicycle,5001769257
"Automobile, Station Wagon",5001769257
"Automobile, Station Wagon",5001784292
"Automobile, Station Wagon",5001784292
"Automobile, Station Wagon",5001785499
"Automobile, Station Wagon",5001785499
"Automobile, Station Wagon",5000022438
"Automobile, Station Wagon",5000022438
"Automobile, Station Wagon",5000022438
Bicycle,5000051256
Street Car,5000051256
Bicycle,5000058130
"Automobile, Station Wagon",5000058130
"Automobile, Station Wagon",5000058185
"Automobile, Station Wagon",5000193520
"Automobile, Station Wagon",5000193520
"Automobile, Station Wagon",5000131237
"Automobile, Station Wagon",5000131237
"Automobile, Station Wagon",5000131237
"Automobile, Station Wagon",5000131237
"Automobile, Station Wagon",5000131237
"Automobile, Station Wagon",5000133972
"Automobile, Station Wagon",5000133972
"Automobile, Station Wagon",5000133972
"Automobile, Station Wagon",5000133972
Pick Up Truck,5000144020
Pick Up Truck,5000144020
"Automobile, Station Wagon",5000204308
"Automobile, Station Wagon",5000204308
"Automobile, Station Wagon",5000160956
"Automobile, Station Wagon",5000160956
"Automobile, Station Wagon",5000163823
"Automobile, Station Wagon",5000163823
"Automobile, Station Wagon",5000177590
"Automobile, Station Wagon",5000177590
"Automobile, Station Wagon",5000177590
"Automobile, Station Wagon",5000177590
"Automobile, Station Wagon",5000177590
"Automobile, Station Wagon",5000177590
"Automobile, Station Wagon",5000177590
Delivery Van,5000207057
"Automobile, Station Wagon",5000212905
"Automobile, Station Wagon",5000212905
"Automobile, Station Wagon",5000220860
Municipal Transit Bus (TTC),5000220860
Municipal Transit Bus (TTC),5000221204
Municipal Transit Bus (TTC),5000221204
"Automobile, Station Wagon",5000232686
"Automobile, Station Wagon",5000232686
"Automobile, Station Wagon",5000232686
Municipal Transit Bus (TTC),5000260881
Municipal Transit Bus (TTC),5000260881
Passenger Van,5000264661
"Automobile, Station Wagon",5000264661
"Automobile, Station Wagon",5000275153
"Automobile, Station Wagon",5000275153
"Automobile, Station Wagon",5000276965
"Automobile, Station Wagon",5000276965
"Automobile, Station Wagon",5000276965
"Automobile, Station Wagon",5000276965
"Automobile, Station Wagon",5000276965
"Automobile, Station Wagon",5000276965
"Automobile, Station Wagon",5000286208
"Automobile, Station Wagon",5000286208
"Automobile, Station Wagon",5000296206
"Automobile, Station Wagon",5000296206
"Automobile, Station Wagon",5000296206
"Automobile, Station Wagon",5000304693
"Automobile, Station Wagon",5000304693
"Automobile, Station Wagon",5000324381
"Automobile, Station Wagon",5000324381
"Automobile, Station Wagon",5000325366
"Automobile, Station Wagon",5000325366
"Automobile, Station Wagon",5000325366
"Automobile, Station Wagon",5000325366
"Truck - Closed (Blazer, etc)",5000359442
"Truck - Closed (Blazer, etc)",5000359442
Truck-Tractor,5000374256
Truck-Tractor,5000374256
"Automobile, Station Wagon",5000374925
"Automobile, Station Wagon",5000374925
"Automobile, Station Wagon",5000374925
"Automobile, Station Wagon",5000374925
"Automobile, Station Wagon",5000375108
"Automobile, Station Wagon",5000375108
"Automobile, Station Wagon",5000406927
"Automobile, Station Wagon",5000406927
"Automobile, Station Wagon",5000407299
"Automobile, Station Wagon",5000407299
"Automobile, Station Wagon",5000407299
"Automobile, Station Wagon",5001785499
"Automobile, Station Wagon",5001918358
"Automobile, Station Wagon",6000133147
"Automobile, Station Wagon",5001785499
"Automobile, Station Wagon",5001918358
"Automobile, Station Wagon",6000133147
"Automobile, Station Wagon",5001792532
"Automobile, Station Wagon",5001919444
"Automobile, Station Wagon",6000133147
"Automobile, Station Wagon",6000133147
"Automobile, Station Wagon",6000133147
"Automobile, Station Wagon",6000133147
"Automobile, Station Wagon",6000133147
"Automobile, Station Wagon",6000143198
Bicycle,6000143198
"Automobile, Station Wagon",6000139902
"Automobile, Station Wagon",6000143502
"Automobile, Station Wagon",6000143502
"Automobile, Station Wagon",6000147267
"Automobile, Station Wagon",6000147267
Passenger Van,6000148806
Passenger Van,6000148806
"Bus (Other) (Go Bus, Gray Coach)",6000164025
"Bus (Other) (Go Bus, Gray Coach)",6000164025
"Automobile, Station Wagon",6000168422
"Automobile, Station Wagon",6000168422
"Automobile, Station Wagon",6000171366
Motorcycle,6000171366
"Automobile, Station Wagon",6000179020
"Automobile, Station Wagon",6000179020
"Automobile, Station Wagon",6000181395
"Automobile, Station Wagon",6000181395
"Automobile, Station Wagon",6000181395
"Automobile, Station Wagon",6000186933
Delivery Van,6000946578
Delivery Van,6000186933
"Automobile, Station Wagon",6000188538
"Automobile, Station Wagon",6000188538
Pick Up Truck,6000197047
Pick Up Truck,6000197047
Passenger Van,5002176400
Passenger Van,6001348693
Passenger Van,6000477912
Passenger Van,6000218872
Passenger Van,6000218872
"Automobile, Station Wagon",6000219266
"Automobile, Station Wagon",6000243323
"Automobile, Station Wagon",6000243323
"Automobile, Station Wagon",6000261829
"Automobile, Station Wagon",6000261829
"Automobile, Station Wagon",6000261829
"Automobile, Station Wagon",6000261829
Delivery Van,6000291466
Municipal Transit Bus (TTC),6000746605
Municipal Transit Bus (TTC),6001535813
Bicycle,6001143418
Delivery Van,6000291466
Municipal Transit Bus (TTC),6000294353
Municipal Transit Bus (TTC),6000294353
"Automobile, Station Wagon",6000304875
Bicycle,6000304875
"Automobile, Station Wagon",6000307200
"Automobile, Station Wagon",6000307200
"Automobile, Station Wagon",6000307200
"Truck - Closed (Blazer, etc)",6000310754
"Truck - Closed (Blazer, etc)",6000310754
"Automobile, Station Wagon",6000324191
"Automobile, Station Wagon",6000324191
"Automobile, Station Wagon",6000332112
"Automobile, Station Wagon",6000332112
"Automobile, Station Wagon",6000334615
"Automobile, Station Wagon",6000334615
"Automobile, Station Wagon",6000353935
"Automobile, Station Wagon",6000353935
"Automobile, Station Wagon",6000353935
"Automobile, Station Wagon",6000365779
"Automobile, Station Wagon",6000365779
"Automobile, Station Wagon",6000359502
"Automobile, Station Wagon",6000359502
"Automobile, Station Wagon",6000362720
"Automobile, Station Wagon",6000362720
"Automobile, Station Wagon",6000362720
"Automobile, Station Wagon",6000375289
"Automobile, Station Wagon",6000375289
"Automobile, Station Wagon",6000375289
"Automobile, Station Wagon",6000375289
Truck - Dump,6000381883
Truck - Dump,6000381883
"Bus (Other) (Go Bus, Gray Coach)",6000408814
"Bus (Other) (Go Bus, Gray Coach)",6000408814
"Automobile, Station Wagon",6000411466
"Automobile, Station Wagon",6000411466
Motorcycle,6000414700
"Automobile, Station Wagon",6000424606
Truck - Dump,6000424606
Truck - Dump,6000424606
"Automobile, Station Wagon",6000434518
"Automobile, Station Wagon",6000434518
"Automobile, Station Wagon",6000434518
"Automobile, Station Wagon",6000434518
"Automobile, Station Wagon",6000434518
"Automobile, Station Wagon",6000436156
"Automobile, Station Wagon",6000436156
"Automobile, Station Wagon",6000436156
"Automobile, Station Wagon",6000440482
"Automobile, Station Wagon",6000440482
"Automobile, Station Wagon",6000441684
"Automobile, Station Wagon",6000441684
"Automobile, Station Wagon",6000441684
"Automobile, Station Wagon",6000444329
"Automobile, Station Wagon",6000444329
"Automobile, Station Wagon",6000477912
"Automobile, Station Wagon",6000477912
"Automobile, Station Wagon",5001919444
"Automobile, Station Wagon",5001798933
"Automobile, Station Wagon",5001920978
Bicycle,5002178129
"Automobile, Station Wagon",6000746605
"Automobile, Station Wagon",6001358700
Municipal Transit Bus (TTC),6001535813
"Truck - Closed (Blazer, etc)",6000946578
"Truck - Closed (Blazer, etc)",6001143418
"Automobile, Station Wagon",6000477912
"Automobile, Station Wagon",5001798933
"Automobile, Station Wagon",5001804887
"Automobile, Station Wagon",5001804887
"Automobile, Station Wagon",5001804887
"Automobile, Station Wagon",5001804887
"Automobile, Station Wagon",5001806026
Bicycle,5001806026
Bicycle,5001806026
"Automobile, Station Wagon",5001812233
"Automobile, Station Wagon",5001817289
"Automobile, Station Wagon",5001817289
Bicycle,5001821227
"Automobile, Station Wagon",5001821227
"Automobile, Station Wagon",5001824991
"Automobile, Station Wagon",5001824991
"Automobile, Station Wagon",5001826215
"Automobile, Station Wagon",5001826215
"Automobile, Station Wagon",5001826215
"Automobile, Station Wagon",5001826215
"Automobile, Station Wagon",5001826352
"Automobile, Station Wagon",5001826352
"Automobile, Station Wagon",5001830640
"Automobile, Station Wagon",5001830640
"Automobile, Station Wagon",5001830640
"Automobile, Station Wagon",5001830640
"Automobile, Station Wagon",5001830640
"Automobile, Station Wagon",5001830640
"Automobile, Station Wagon",5001835148
"Automobile, Station Wagon",5001835148
"Automobile, Station Wagon",5001835148
"Automobile, Station Wagon",5001835148
"Automobile, Station Wagon",5001835148
"Automobile, Station Wagon",5001836357
"Automobile, Station Wagon",5001836357
"Automobile, Station Wagon",5001836357
"Automobile, Station Wagon",5001836357
"Automobile, Station Wagon",5001836357
Passenger Van,5001837340
Passenger Van,5001837340
"Automobile, Station Wagon",5001841929
Bicycle,5001841929
Bicycle,5001841929
"Automobile, Station Wagon",5001842724
"Automobile, Station Wagon",5001842724
"Automobile, Station Wagon",5001842724
"Automobile, Station Wagon",5001851224
"Automobile, Station Wagon",5001851224
"Automobile, Station Wagon",5001865596
Pick Up Truck,5001865596
"Automobile, Station Wagon",5001865596
"Automobile, Station Wagon",5001865596
"Automobile, Station Wagon",5001865596
"Automobile, Station Wagon",5001865596
Passenger Van,5001866211
Passenger Van,5001866211
Passenger Van,5001872803
Passenger Van,5001872803
Passenger Van,5001872803
Passenger Van,5001872803
Pick Up Truck,5001872986
"Automobile, Station Wagon",5001872986
"Automobile, Station Wagon",5001872986
"Automobile, Station Wagon",5001872986
"Automobile, Station Wagon",5001872986
"Automobile, Station Wagon",5001872986
"Automobile, Station Wagon",5001872986
"Automobile, Station Wagon",5001873445
"Automobile, Station Wagon",5001873445
"Automobile, Station Wagon",5001873445
"Automobile, Station Wagon",5001873445
"Automobile, Station Wagon",5001873445
"Automobile, Station Wagon",5001873445
"Automobile, Station Wagon",5001874738
Motorcycle,5001874738
"Automobile, Station Wagon",5001875429
"Automobile, Station Wagon",5001875429
"Automobile, Station Wagon",5001875429
"Automobile, Station Wagon",5001875429
Bicycle,5001891795
"Automobile, Station Wagon",5001891795
"Automobile, Station Wagon",5001891795
"Automobile, Station Wagon",5001897298
"Automobile, Station Wagon",5001897298
"Automobile, Station Wagon",5001897298
"Automobile, Station Wagon",5001897298
"Automobile, Station Wagon",5001897298
"Automobile, Station Wagon",5001897298
"Automobile, Station Wagon",5001904834
"Automobile, Station Wagon",5001904834
"Automobile, Station Wagon",5001905504
"Automobile, Station Wagon",5001905504
"Automobile, Station Wagon",5001905504
"Automobile, Station Wagon",5001906446
"Automobile, Station Wagon",5001906446
"Automobile, Station Wagon",5001910400
"Automobile, Station Wagon",5001910400
"Automobile, Station Wagon",5001920978
Motorcycle,6001148788
"Automobile, Station Wagon",6000947584
"Automobile, Station Wagon",5002178129
Motorcycle,6001358700
Truck - Open,6000754675
Truck - Open,6000754675
Bicycle,6001551246
"Automobile, Station Wagon",5001920978
Pick Up Truck,6000754658
"Automobile, Station Wagon",6000477912
"Automobile, Station Wagon",6000947584
"Automobile, Station Wagon",6000477912
Passenger Van,6001359904
"Automobile, Station Wagon",6001154162
Motorcycle,6000754658
"Automobile, Station Wagon",6001551246
"Automobile, Station Wagon",5001920978
"Automobile, Station Wagon",5002186255
"Automobile, Station Wagon",6000477912
"Automobile, Station Wagon",6000755736
"Automobile, Station Wagon",6001154162
Delivery Van,6000947584
Bicycle,5001921835
Passenger Van,6001359904
"Automobile, Station Wagon",5002186255
"Automobile, Station Wagon",5001921835
"Automobile, Station Wagon",6000477912
Motorcycle,6001553958
"Automobile, Station Wagon",6000755736
Delivery Van,6001157650
Delivery Van,6000947584
"Automobile, Station Wagon",6001157650
Passenger Van,6001359904
"Automobile, Station Wagon",5002187382
"Automobile, Station Wagon",5001928023
Bicycle,6000951747
Passenger Van,6001171035
"Automobile, Station Wagon",6001363275
"Automobile, Station Wagon",5001928023
"Automobile, Station Wagon",5002187382
"Automobile, Station Wagon",6000951747
"Automobile, Station Wagon",6001363275
Passenger Van,6001171035
Tow Truck,6000963645
"Automobile, Station Wagon",5001934875
"Automobile, Station Wagon",6001365744
"Truck - Closed (Blazer, etc)",5002189475
Bicycle,6001174210
Bicycle,5002189475
"Automobile, Station Wagon",6000963645
Bicycle,5001934875
"Automobile, Station Wagon",6001365744
"Automobile, Station Wagon",6001174210
Motorcycle,6001365949
"Automobile, Station Wagon",5001940328
Truck (other),5002192601
"Automobile, Station Wagon",6000963645
"Automobile, Station Wagon",5001940328
"Automobile, Station Wagon",6001365949
Truck (other),5002192601
Bicycle,6001174772
"Automobile, Station Wagon",6000963645
Bicycle,6001174772
Bicycle,6001174772
"Automobile, Station Wagon",6001177381
"Automobile, Station Wagon",6001177381
Motorcycle,6001183781
"Automobile, Station Wagon",6001183781
"Automobile, Station Wagon",6001192088
"Automobile, Station Wagon",6001192088
Motorcycle,6001186326
"Automobile, Station Wagon",6001186326
"Automobile, Station Wagon",6001198953
"Automobile, Station Wagon",6001198953
"Automobile, Station Wagon",6001200915
"Automobile, Station Wagon",6001200915
